Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire
26.4,58.3,2.9,7.5,21.3,3.9,0.89,Excelente
27.6,49.0,1.3,9.8,25.1,6.3,1.0,Excelente
26.6,60.6,2.5,6.5,26.9,8.2,1.07,Excelente
24.1,89.4,4.1,16.3,24.5,15.1,1.37,Excelente
30.8,81.7,23.3,36.4,26.5,21.6,1.49,Buena
37.5,38.8,42.3,57.3,24.6,17.1,1.58,Regular
20.0,74.9,8.2,15.3,21.1,6.2,1.04,Excelente
35.6,70.9,18.5,44.0,43.3,12.5,1.71,Buena
36.9,65.3,55.3,60.3,42.4,14.9,1.77,Regular
25.5,88.7,10.6,20.0,25.4,10.5,1.5,Excelente
42.8,73.0,1.1,23.7,31.2,25.6,2.46,Excelente
37.8,65.8,4.5,19.8,17.2,9.4,1.43,Excelente
30.7,62.7,6.5,10.0,11.7,4.6,0.92,Excelente
20.6,67.3,7.4,14.1,12.7,2.3,1.09,Excelente
32.5,81.1,80.1,100.2,28.8,0.5,1.92,Mala
30.9,57.2,2.0,12.9,29.2,15.2,1.37,Excelente
32.4,76.9,6.5,12.3,25.3,10.5,1.66,Excelente
34.6,73.0,21.1,47.9,38.7,21.2,2.64,Buena
33.2,73.4,5.5,11.1,16.2,2.1,1.01,Excelente
25.9,71.0,22.1,21.8,14.4,2.3,0.93,Buena
30.3,82.2,64.0,77.0,25.2,9.1,1.16,Mala
25.0,77.6,0.7,7.6,17.4,8.0,1.74,Excelente
25.1,74.2,8.1,10.7,20.2,5.8,1.01,Excelente
44.1,95.4,52.5,85.7,27.2,8.2,2.2,Regular
35.6,65.8,21.8,36.3,30.3,9.2,1.6,Buena
30.1,93.4,7.8,14.4,21.5,11.8,1.5,Excelente
23.7,61.1,16.1,21.7,23.7,7.6,1.08,Buena
27.8,67.4,7.3,11.4,13.1,2.3,1.17,Excelente
18.9,45.9,2.1,6.2,19.5,1.9,0.92,Excelente
30.8,53.9,6.9,21.5,26.0,5.8,1.44,Excelente
35.2,80.7,67.4,103.4,49.6,9.6,2.47,Mala
21.6,54.7,5.6,12.6,10.3,2.2,0.99,Excelente
24.7,78.9,55.7,66.2,28.5,6.3,1.33,Mala
26.2,75.1,11.1,16.5,30.9,8.7,1.44,Excelente
21.6,63.3,0.3,5.6,20.2,5.1,1.09,Excelente
34.0,50.8,1.3,14.1,20.6,13.4,1.4,Excelente
23.0,52.4,2.8,7.1,26.6,3.2,1.08,Excelente
20.9,59.2,3.0,9.5,20.5,4.1,0.96,Excelente
26.9,45.3,13.9,18.6,21.4,6.7,0.76,Buena
17.8,59.7,2.2,9.9,16.4,5.1,0.87,Excelente
44.3,122.3,55.2,65.9,49.3,26.4,2.31,Regular
36.7,84.1,44.9,61.9,31.1,13.4,2.24,Regular
23.7,60.1,12.3,21.5,16.9,4.0,0.99,Buena
28.9,72.0,48.2,58.4,29.3,9.2,1.56,Regular
33.9,53.4,18.5,24.7,26.0,9.8,1.96,Buena
33.7,83.7,12.7,18.9,36.0,15.0,2.56,Buena
29.4,91.6,30.7,43.7,31.1,5.4,1.67,Buena
37.1,97.7,11.7,27.3,31.4,17.8,1.87,Excelente
24.6,60.5,7.7,17.2,27.0,15.1,1.62,Excelente
36.3,106.3,62.3,75.6,27.1,19.5,2.08,Mala
29.8,44.6,4.0,11.0,19.5,3.3,1.02,Excelente
26.8,50.2,18.3,25.5,28.9,0.9,0.96,Buena
36.1,77.3,40.8,50.4,23.1,13.1,2.04,Regular
29.4,52.2,13.3,18.6,21.1,3.5,1.02,Buena
32.9,47.7,4.4,14.7,32.1,12.8,1.49,Excelente
26.6,68.5,0.1,15.2,20.2,14.2,1.52,Excelente
34.7,86.9,8.1,41.3,34.5,35.7,3.35,Excelente
21.7,49.2,2.2,4.6,24.4,5.6,1.02,Excelente
31.1,62.8,0.9,8.4,17.1,6.3,1.16,Excelente
28.8,83.0,3.7,15.8,15.0,8.6,1.82,Excelente
28.7,73.5,14.5,28.5,23.1,9.0,1.65,Buena
28.9,82.1,25.1,47.5,34.4,22.3,1.8,Buena
27.5,75.0,1.5,6.6,17.3,3.9,1.26,Excelente
25.2,60.1,1.1,2.4,14.7,6.1,1.04,Excelente
30.6,94.9,10.5,34.9,26.5,12.1,2.44,Excelente
38.6,50.6,13.6,18.5,24.5,8.5,1.66,Buena
36.2,80.7,35.7,55.6,39.2,13.2,2.13,Regular
28.4,67.9,7.5,13.0,14.2,5.7,1.0,Excelente
36.5,81.0,9.8,22.2,31.5,6.8,1.63,Excelente
28.3,76.4,23.2,25.7,21.5,10.9,2.08,Buena
22.7,56.4,1.9,6.7,12.6,3.6,1.05,Excelente
44.6,79.9,9.8,25.3,28.7,29.2,1.74,Excelente
43.9,89.5,4.5,31.0,36.7,17.2,1.89,Excelente
28.2,54.0,0.3,12.7,28.4,0.8,1.49,Excelente
22.3,70.1,2.6,10.4,26.8,2.9,1.2,Excelente
24.3,59.4,2.9,9.1,12.2,1.8,1.07,Excelente
26.8,55.7,0.3,6.2,17.3,5.6,0.94,Excelente
27.4,62.4,2.8,9.2,23.0,3.2,1.14,Excelente
21.9,68.5,20.0,22.2,11.8,5.3,1.02,Buena
22.5,73.5,11.8,16.2,18.7,3.8,1.12,Excelente
30.8,76.8,3.7,15.9,30.8,12.0,1.78,Excelente
40.2,107.4,25.0,52.1,46.6,15.2,2.29,Buena
29.5,69.1,30.2,35.4,43.3,15.5,1.62,Buena
22.3,53.5,2.1,7.7,16.1,3.8,1.1,Excelente
29.8,56.5,15.6,32.5,20.4,15.5,1.69,Buena
28.1,81.5,0.4,11.7,27.2,10.0,1.7,Excelente
26.2,77.4,38.2,52.3,25.1,14.9,1.63,Regular
22.8,81.2,13.0,18.9,18.5,6.8,1.04,Buena
29.0,85.7,28.2,39.8,25.4,4.5,1.62,Buena
22.9,72.1,12.5,18.3,32.9,7.7,1.74,Buena
24.5,74.0,11.4,13.8,19.8,4.5,0.93,Excelente
24.7,70.3,3.6,11.7,17.6,5.1,0.91,Excelente
40.0,85.6,36.2,74.5,45.7,20.9,2.92,Regular
24.2,80.6,21.4,29.9,24.5,9.9,1.82,Buena
20.0,51.3,2.1,2.5,14.2,7.1,0.84,Excelente
25.5,77.8,2.1,6.1,16.9,5.4,0.8,Excelente
32.3,66.5,29.1,41.9,34.6,9.2,1.83,Buena
22.0,58.7,1.2,14.2,23.8,3.5,1.05,Excelente
35.6,95.8,41.4,62.5,27.7,14.8,2.2,Regular
42.0,91.8,28.0,37.4,44.9,16.3,1.85,Buena
43.2,84.2,29.3,31.0,46.2,31.1,2.72,Buena
28.6,52.4,15.4,18.0,19.9,5.8,0.95,Buena
27.3,76.4,11.8,20.4,12.9,6.9,1.04,Excelente
30.8,72.7,27.2,36.7,32.2,15.0,1.56,Buena
22.1,53.1,6.9,9.8,15.6,5.4,0.86,Excelente
32.1,66.6,50.3,60.5,35.2,11.2,1.67,Regular
37.9,99.5,3.1,18.7,29.2,14.0,2.3,Excelente
30.4,57.2,46.1,56.4,20.2,11.7,1.8,Regular
40.6,80.7,1.1,14.6,41.7,21.3,1.92,Excelente
22.4,50.1,4.6,12.1,21.2,4.6,0.94,Excelente
26.7,74.2,38.5,62.5,40.2,12.4,2.01,Regular
27.7,56.4,31.4,36.7,13.6,5.6,1.02,Buena
22.8,55.8,0.4,6.4,26.4,3.7,0.97,Excelente
21.6,43.7,6.0,8.5,26.7,4.2,1.07,Excelente
24.8,73.1,6.5,9.8,17.5,10.0,1.02,Excelente
35.7,53.1,43.4,52.7,26.4,6.1,1.51,Regular
31.0,108.9,2.3,24.7,31.2,11.0,1.72,Excelente
29.8,60.9,8.5,14.6,16.7,2.5,1.06,Excelente
27.0,42.7,1.5,8.2,16.2,6.2,0.93,Excelente
34.2,92.3,1.7,26.2,37.3,12.5,1.85,Excelente
28.0,48.6,6.1,11.1,19.9,2.8,1.0,Excelente
25.7,88.9,16.7,27.0,28.6,5.1,1.79,Buena
43.7,86.8,2.1,16.5,38.7,15.3,1.92,Excelente
27.8,82.1,12.3,27.8,28.0,18.6,1.69,Buena
34.4,85.0,39.8,43.4,22.9,7.6,2.3,Regular
26.3,71.6,11.6,19.8,16.7,5.3,1.05,Excelente
28.8,72.7,49.8,74.8,41.0,15.6,2.0,Regular
30.4,46.7,21.4,25.4,17.3,7.8,0.91,Buena
24.5,64.4,0.6,6.4,10.2,3.8,1.14,Excelente
32.2,65.2,28.8,37.0,26.6,10.4,1.72,Buena
36.5,81.1,14.2,34.5,37.1,11.8,1.91,Buena
28.6,50.6,43.7,48.8,15.7,7.2,1.14,Regular
42.6,111.3,51.4,77.1,23.0,11.4,2.41,Regular
26.0,57.9,44.7,58.2,31.4,4.3,1.25,Regular
26.3,74.9,20.1,27.4,25.4,3.8,1.62,Buena
28.1,66.3,51.2,69.9,23.9,13.7,1.61,Regular
43.0,114.3,42.4,61.6,30.4,11.7,2.51,Regular
34.2,89.7,14.5,28.2,22.1,7.2,1.69,Buena
25.5,70.1,5.3,5.6,25.8,7.8,0.96,Excelente
23.7,57.8,31.7,35.0,11.7,2.3,1.07,Buena
26.6,74.1,3.2,9.8,17.3,4.5,1.1,Excelente
31.5,71.2,8.1,16.1,17.1,8.3,1.47,Excelente
23.6,62.0,11.0,14.7,16.9,5.5,1.18,Excelente
22.3,65.4,4.8,6.2,24.6,5.7,1.11,Excelente
33.8,64.8,50.5,70.6,27.2,12.0,1.87,Regular
26.4,45.9,0.5,5.4,15.7,3.7,1.06,Excelente
38.3,83.2,58.8,79.5,32.7,14.0,1.55,Mala
30.7,99.1,57.4,74.7,40.7,17.9,2.85,Mala
28.2,68.0,71.6,94.6,35.2,21.2,2.25,Mala
29.4,63.9,9.3,12.2,19.1,6.7,0.95,Excelente
46.8,80.7,17.2,36.3,46.6,26.4,2.66,Buena
32.4,70.4,75.2,91.5,44.8,25.7,2.06,Mala
39.1,88.5,27.6,38.0,28.2,7.1,1.85,Buena
28.1,53.1,0.0,4.4,14.1,3.7,1.11,Excelente
38.0,75.2,7.0,32.7,40.7,15.6,2.57,Excelente
25.9,62.5,2.3,15.8,22.5,9.2,1.31,Excelente
25.3,40.1,0.6,4.5,23.8,6.5,1.09,Excelente
30.1,77.9,2.7,4.7,11.4,3.4,0.96,Excelente
23.6,43.1,2.5,8.1,17.1,5.9,1.01,Excelente
25.4,53.2,9.6,12.3,20.4,1.5,1.14,Excelente
21.7,57.9,14.7,20.7,13.6,5.3,0.92,Buena
35.0,53.1,33.5,41.7,25.0,11.0,1.85,Buena
33.0,53.6,34.8,48.4,27.3,14.5,1.67,Buena
49.8,79.3,40.0,59.0,19.9,19.0,2.41,Regular
27.0,50.8,2.1,5.5,12.4,1.1,1.01,Excelente
25.7,54.3,39.2,47.7,22.9,5.0,1.05,Regular
33.4,86.7,37.8,46.6,19.0,14.8,1.36,Regular
39.6,74.9,1.1,22.8,29.0,21.5,1.69,Excelente
39.2,87.8,31.4,53.8,30.3,31.8,2.69,Buena
33.0,84.1,1.6,23.8,31.4,-3.4,2.1,Excelente
23.8,40.2,8.8,12.3,27.9,6.9,1.0,Excelente
36.2,84.0,4.2,16.3,26.7,5.7,1.75,Excelente
35.7,79.1,38.0,55.5,25.6,17.0,2.75,Regular
25.3,62.8,3.3,12.6,19.7,5.4,0.95,Excelente
23.4,68.9,14.2,18.2,18.4,6.7,0.93,Buena
32.1,62.6,47.9,59.1,30.0,7.9,1.48,Regular
22.9,45.9,4.4,9.3,12.6,5.9,1.01,Excelente
38.1,73.2,37.7,85.4,33.0,20.4,2.49,Regular
23.8,70.2,7.0,8.2,25.3,8.6,1.07,Excelente
35.9,81.3,8.7,29.6,48.1,36.2,2.68,Excelente
29.2,40.9,15.4,20.0,27.1,2.9,1.04,Buena
41.6,81.7,0.9,21.9,59.3,10.5,2.07,Buena
37.7,76.3,15.4,15.2,22.0,13.0,1.02,Buena
28.5,45.9,1.5,5.9,23.7,3.2,0.89,Excelente
19.1,54.7,9.4,15.5,16.9,4.7,0.92,Excelente
33.0,101.7,26.9,27.1,39.6,14.3,2.87,Buena
23.6,80.8,2.6,8.3,22.9,4.3,0.97,Excelente
28.8,72.9,11.0,13.4,25.7,11.0,1.29,Excelente
37.1,105.9,2.5,17.2,28.3,14.5,1.63,Excelente
22.2,79.3,39.8,49.8,22.4,5.6,1.49,Regular
28.9,52.9,59.1,77.8,41.6,18.4,2.05,Mala
30.0,59.7,59.3,68.8,22.1,7.4,1.39,Mala
28.9,87.5,13.4,37.1,34.3,8.9,1.9,Buena
37.7,66.9,53.6,69.5,40.3,23.4,1.39,Regular
37.6,81.0,11.8,29.5,39.5,22.3,2.32,Excelente
29.7,70.4,6.0,8.6,17.4,3.2,1.42,Excelente
32.5,64.6,5.5,13.3,29.7,11.6,1.74,Excelente
36.2,56.8,27.1,35.3,30.8,8.1,1.47,Buena
26.7,65.0,1.3,8.7,22.5,4.4,1.05,Excelente
18.5,60.0,20.8,22.7,24.0,6.7,0.89,Buena
36.6,59.5,12.9,20.4,33.3,9.1,1.41,Buena
36.9,63.1,25.6,34.4,22.9,10.9,1.31,Buena
34.5,77.7,6.2,7.1,25.6,8.9,1.71,Excelente
28.9,91.1,12.3,22.6,29.5,6.3,1.21,Buena
33.6,63.7,4.7,13.0,24.8,2.7,1.46,Excelente
27.9,104.7,7.3,17.6,28.4,17.3,2.43,Excelente
21.5,51.7,5.2,11.1,22.5,3.9,0.87,Excelente
30.9,98.0,78.8,93.2,27.2,10.7,1.73,Mala
23.8,72.4,2.9,9.6,23.0,3.5,0.95,Excelente
33.5,77.4,14.6,23.4,29.4,7.5,1.59,Buena
24.2,69.8,4.9,9.5,18.5,3.3,1.03,Excelente
31.3,68.9,31.4,32.5,32.7,6.6,1.65,Buena
28.2,86.1,47.1,62.3,36.7,11.3,1.81,Regular
32.5,56.9,2.4,25.1,23.2,13.4,1.61,Excelente
18.4,75.1,10.7,15.3,17.4,5.8,1.03,Excelente
26.7,71.4,9.4,22.3,31.4,10.3,1.55,Excelente
30.0,86.0,8.3,20.4,21.4,10.2,1.59,Excelente
34.9,95.7,44.1,70.5,39.6,30.4,2.09,Regular
30.7,61.2,2.6,15.9,20.5,4.2,1.77,Excelente
30.6,44.2,12.0,16.4,14.7,2.9,0.99,Excelente
39.3,76.0,38.4,49.6,23.5,26.8,2.06,Regular
25.4,59.3,5.6,8.4,11.9,4.3,0.9,Excelente
33.3,80.0,33.8,48.2,38.3,3.7,1.61,Buena
25.5,85.4,13.3,26.0,35.7,9.6,1.54,Buena
32.6,79.8,33.1,45.2,32.1,5.2,2.61,Buena
29.9,56.3,13.9,16.1,13.0,3.3,0.99,Buena
32.2,61.5,7.1,18.6,16.1,14.5,1.52,Excelente
30.4,57.7,12.2,28.7,37.2,25.0,1.95,Buena
26.6,70.9,5.9,18.2,26.9,11.7,1.5,Excelente
25.2,71.0,10.8,14.9,14.6,5.8,1.05,Excelente
25.6,66.0,0.8,6.7,16.0,7.0,0.84,Excelente
37.8,70.3,16.7,29.9,35.9,22.1,2.16,Buena
23.6,50.5,19.6,25.4,21.6,5.0,0.96,Buena
28.2,59.2,12.7,21.2,21.7,10.2,1.3,Buena
44.2,63.5,120.8,137.5,38.7,22.6,1.41,Mala
30.1,54.1,16.8,24.6,16.8,8.2,1.02,Buena
26.4,78.1,1.8,9.9,27.0,6.6,1.06,Excelente
26.9,51.6,6.9,7.4,24.6,5.1,1.06,Excelente
32.8,62.4,24.0,42.7,32.9,25.0,2.29,Buena
22.9,64.5,2.3,8.8,11.3,7.2,1.13,Excelente
30.4,56.5,5.9,14.5,23.7,6.4,1.24,Excelente
23.1,63.0,9.9,17.8,25.0,5.4,1.03,Excelente
28.2,78.9,0.1,6.9,26.0,10.4,1.55,Excelente
26.7,60.0,7.1,11.0,20.2,5.9,1.01,Excelente
33.4,85.5,55.9,60.9,36.0,10.2,1.64,Mala
22.5,67.1,2.9,9.5,16.5,8.5,1.17,Excelente
37.9,89.7,3.1,18.3,36.7,4.7,2.72,Excelente
25.1,66.6,38.5,43.4,18.5,4.3,0.92,Regular
31.6,84.6,102.4,137.1,49.3,15.6,2.11,Mala
18.5,54.0,5.2,7.7,22.7,3.9,0.86,Excelente
22.7,44.0,13.0,16.1,16.1,3.4,0.95,Buena
30.8,60.3,36.6,44.7,25.3,12.1,1.84,Regular
29.3,67.0,53.8,67.0,18.1,13.3,1.3,Regular
36.1,61.6,1.1,10.7,21.5,8.5,1.76,Excelente
34.8,61.8,6.8,15.5,23.5,9.6,1.47,Excelente
40.6,77.3,18.7,37.5,36.1,28.7,2.23,Buena
23.6,55.5,2.7,7.8,20.8,5.6,1.04,Excelente
27.6,89.1,23.7,36.4,35.4,17.2,1.79,Buena
19.0,55.4,9.4,14.5,24.3,4.5,1.03,Excelente
29.6,53.8,10.8,18.5,25.5,4.8,1.53,Excelente
34.2,62.7,40.0,50.3,23.8,9.3,1.5,Regular
39.6,94.6,10.4,33.3,28.4,17.3,2.11,Excelente
30.9,74.6,24.0,28.9,23.6,7.7,1.01,Buena
31.4,78.3,8.2,14.1,23.5,5.6,0.87,Excelente
39.2,108.0,73.5,88.5,34.0,15.8,1.96,Mala
33.6,88.9,23.3,40.6,31.1,13.5,2.29,Buena
22.4,54.5,0.0,4.6,20.6,7.5,0.74,Excelente
30.2,77.9,28.8,37.8,31.5,6.9,1.5,Buena
20.7,48.7,5.9,11.1,14.7,6.9,0.89,Excelente
27.0,45.3,1.8,14.1,34.1,11.4,1.64,Excelente
33.7,67.9,1.4,13.4,26.2,16.4,1.84,Excelente
26.0,81.8,8.4,20.4,28.8,5.6,1.49,Excelente
30.0,58.9,10.5,25.9,33.6,12.6,1.28,Excelente
29.7,93.5,2.9,21.9,30.5,10.0,1.79,Excelente
37.7,93.3,115.9,145.3,33.2,16.2,2.0,Mala
44.9,82.7,33.8,51.4,32.1,14.7,2.49,Buena
31.2,72.8,2.2,11.3,25.6,12.6,1.88,Excelente
25.1,70.9,16.8,33.0,37.1,9.1,1.05,Buena
30.8,53.5,9.2,15.4,27.5,7.9,1.04,Excelente
27.3,71.0,8.3,11.9,13.5,11.1,1.13,Excelente
34.3,70.1,0.5,19.9,32.1,14.8,2.04,Excelente
26.8,63.3,1.7,5.3,17.3,2.0,0.92,Excelente
51.4,108.7,2.1,20.6,27.1,11.8,2.03,Excelente
37.9,84.7,8.4,38.0,48.7,3.4,2.05,Excelente
22.0,51.1,26.0,27.3,23.0,8.2,1.03,Buena
25.5,66.7,45.1,51.2,18.8,3.7,0.92,Regular
31.7,95.3,42.1,64.9,30.4,13.0,2.14,Regular
24.3,42.3,2.3,9.7,26.4,5.6,1.1,Excelente
21.6,53.1,45.7,49.9,16.5,6.5,0.88,Regular
41.4,55.0,14.8,28.8,27.7,16.4,1.32,Buena
32.3,46.7,20.8,34.7,30.4,11.4,1.33,Buena
30.2,77.4,9.5,26.4,20.9,10.8,2.29,Excelente
28.9,73.1,5.6,10.3,17.0,5.6,1.02,Excelente
32.0,81.6,3.1,11.0,28.0,11.0,1.31,Excelente
35.0,85.2,47.4,62.5,24.0,8.8,1.87,Regular
39.3,77.8,60.6,78.3,23.8,10.9,2.74,Mala
35.2,57.6,46.5,59.0,22.3,4.7,1.37,Regular
20.2,65.4,6.2,13.1,26.1,8.5,0.94,Excelente
29.0,44.6,21.2,28.0,19.6,3.3,1.2,Buena
23.5,61.4,10.9,17.5,14.3,4.4,0.87,Excelente
26.7,56.6,6.8,23.6,28.6,13.8,1.67,Excelente
37.3,49.5,13.1,28.5,31.0,14.0,1.52,Buena
31.1,78.2,42.5,55.7,30.5,10.4,1.49,Regular
15.5,64.8,19.6,23.4,25.5,4.6,0.91,Buena
26.8,71.2,9.5,22.8,20.4,14.0,1.54,Excelente
42.1,87.1,168.6,188.2,30.9,14.8,2.94,Muy Mala
26.8,55.2,3.6,8.0,20.7,5.6,0.76,Excelente
22.9,68.2,1.6,7.3,22.8,3.3,1.06,Excelente
35.4,78.8,14.3,23.8,26.8,14.0,1.3,Buena
21.7,53.7,9.6,17.2,26.1,5.8,0.97,Excelente
20.5,80.3,12.6,25.9,33.0,11.4,1.44,Buena
45.1,102.9,16.4,49.1,38.4,18.7,2.06,Buena
25.0,81.8,20.2,28.7,17.5,2.3,1.06,Buena
34.6,68.4,56.8,72.9,32.9,7.8,1.51,Mala
32.2,70.9,37.9,56.7,37.8,16.2,1.54,Regular
22.1,46.7,0.8,6.3,26.0,3.1,0.98,Excelente
30.4,77.0,10.0,14.8,15.5,3.1,0.9,Excelente
24.5,65.3,29.4,38.1,33.4,2.0,1.23,Buena
26.5,69.0,9.7,19.6,18.3,4.7,0.95,Excelente
24.1,60.7,12.6,17.7,22.8,5.3,1.02,Buena
26.0,54.4,2.3,10.6,21.1,4.6,1.09,Excelente
25.8,64.7,3.3,8.4,26.6,4.3,0.98,Excelente
31.3,102.2,15.4,33.6,29.6,21.0,1.88,Buena
36.2,58.4,2.0,14.7,22.9,5.9,1.17,Excelente
23.2,60.9,3.7,4.0,14.5,4.2,1.02,Excelente
26.5,64.6,36.9,37.9,20.8,5.0,0.98,Regular
25.5,57.8,1.4,7.7,33.0,9.5,1.96,Excelente
32.4,66.1,9.1,16.0,13.9,4.6,1.02,Excelente
21.5,45.8,8.2,11.2,23.2,2.4,1.12,Excelente
39.2,68.0,4.0,18.4,30.2,16.8,1.77,Excelente
30.7,85.3,26.1,34.1,24.6,9.8,1.59,Buena
32.2,57.0,22.8,34.4,25.7,5.8,1.5,Buena
24.9,56.1,20.9,28.4,24.9,10.3,1.3,Buena
37.0,86.3,81.3,110.8,41.3,16.2,2.97,Mala
39.1,66.5,70.3,94.6,33.5,29.7,2.27,Mala
29.0,74.0,2.2,15.0,22.3,10.5,1.72,Excelente
35.7,50.3,1.2,13.7,20.8,5.9,1.63,Excelente
28.6,45.6,56.8,64.8,30.2,7.0,1.42,Mala
28.9,44.2,5.6,10.9,19.7,4.5,1.03,Excelente
24.7,72.4,6.1,15.2,24.9,3.1,0.94,Excelente
43.3,95.1,20.3,53.0,37.9,21.0,2.08,Buena
23.6,76.6,0.5,16.3,28.2,11.9,1.55,Excelente
31.6,95.2,157.5,180.0,38.8,28.7,2.0,Muy Mala
25.1,68.4,5.4,11.9,15.0,1.2,1.03,Excelente
36.0,70.2,12.5,41.9,30.7,16.0,1.79,Buena
29.3,70.6,44.1,60.3,27.4,8.6,1.09,Regular
24.7,70.3,3.2,11.1,23.1,6.6,0.88,Excelente
23.0,51.2,17.3,22.3,13.6,2.5,0.84,Buena
32.0,68.1,5.3,10.9,24.9,6.7,0.87,Excelente
25.4,63.2,10.7,16.0,17.9,2.2,0.93,Excelente
25.3,79.4,15.7,21.8,16.3,6.2,1.06,Buena
28.0,74.7,13.8,21.4,18.6,5.5,1.08,Buena
23.7,55.9,27.7,37.2,16.2,2.1,1.03,Buena
46.7,84.2,1.6,26.6,36.5,13.4,3.04,Excelente
20.7,66.4,26.3,29.6,23.2,0.8,0.98,Buena
29.0,100.2,69.8,85.0,26.5,17.0,1.95,Mala
40.8,100.7,23.3,39.7,49.3,31.9,2.78,Buena
23.0,82.5,6.6,19.3,21.1,10.3,1.8,Excelente
23.9,49.8,3.2,8.9,16.4,7.4,1.0,Excelente
38.9,66.5,81.9,105.1,36.1,5.9,3.54,Mala
25.3,50.3,11.5,16.8,23.7,6.7,0.89,Excelente
29.8,74.7,34.9,40.7,7.4,3.3,0.94,Buena
32.1,59.4,8.2,13.3,22.8,2.0,1.16,Excelente
32.9,56.9,44.2,55.4,19.5,8.5,1.33,Regular
24.6,96.2,114.7,142.1,32.2,17.1,1.95,Mala
25.3,63.9,16.1,24.8,26.6,9.8,1.08,Buena
33.3,51.4,9.6,20.7,20.7,16.0,1.48,Excelente
21.3,79.2,28.9,32.9,16.9,3.0,0.98,Buena
38.7,67.0,22.4,41.4,46.9,21.7,2.24,Buena
21.3,47.7,8.0,12.3,21.2,7.0,0.99,Excelente
43.2,98.2,6.1,32.9,42.3,19.8,2.26,Excelente
28.0,50.9,1.0,6.3,23.0,5.3,0.87,Excelente
24.2,69.8,0.4,5.8,20.1,15.8,1.27,Excelente
26.0,38.6,16.6,22.7,22.0,2.8,1.22,Buena
23.7,56.6,8.3,24.4,26.6,12.1,1.35,Excelente
34.4,87.9,216.9,240.0,50.7,15.3,2.53,Muy Mala
41.4,66.1,15.1,31.6,28.7,19.4,1.65,Buena
46.5,101.4,94.5,122.4,29.8,20.2,3.09,Mala
28.4,75.5,13.1,26.9,20.0,14.1,1.72,Buena
33.0,79.1,3.4,10.9,12.2,5.7,0.98,Excelente
31.1,78.8,54.2,63.7,38.3,9.1,1.47,Regular
21.8,59.9,21.0,22.6,23.5,5.2,0.94,Buena
32.0,51.9,43.7,55.7,24.3,12.1,1.41,Regular
38.9,90.0,28.7,41.1,31.6,15.8,1.71,Buena
27.3,61.0,32.3,34.8,21.0,6.9,0.98,Buena
37.3,70.1,4.6,17.8,34.8,12.0,1.73,Excelente
39.8,84.8,49.3,69.5,30.4,14.2,2.44,Regular
25.9,54.6,13.6,16.2,20.2,4.5,1.07,Buena
23.4,72.5,12.1,19.8,18.6,4.4,1.01,Buena
34.1,55.0,12.0,30.7,28.3,22.7,1.64,Excelente
29.4,62.3,7.4,14.9,25.6,8.2,1.53,Excelente
24.5,60.1,5.4,12.5,27.4,5.4,0.98,Excelente
29.8,44.0,30.2,31.6,23.9,2.6,0.99,Buena
22.8,72.8,16.8,25.2,23.0,2.1,1.15,Buena
23.5,73.7,2.1,6.0,22.2,3.0,0.86,Excelente
34.8,78.3,43.0,56.3,41.7,8.0,1.32,Regular
29.0,80.3,5.4,11.2,19.0,4.6,1.01,Excelente
22.5,81.5,2.0,15.3,27.8,14.7,1.75,Excelente
34.5,82.1,25.3,40.9,41.4,17.2,2.73,Buena
28.7,59.4,4.0,8.5,18.9,5.6,0.84,Excelente
30.5,73.1,51.1,73.9,31.4,19.4,2.05,Regular
32.7,50.3,26.8,40.9,22.0,8.1,1.68,Buena
28.8,75.6,21.4,24.5,24.5,5.3,1.1,Buena
30.5,54.0,6.3,14.5,29.0,7.9,1.54,Excelente
40.0,75.6,16.8,35.2,34.9,14.2,2.09,Buena
27.7,75.8,0.2,5.2,10.4,4.0,0.93,Excelente
31.7,54.2,16.8,26.0,32.6,11.2,1.76,Buena
29.3,68.3,3.0,8.1,10.8,5.2,1.09,Excelente
22.0,59.2,14.0,25.8,20.8,13.2,1.5,Buena
21.6,75.4,32.4,44.1,34.8,15.7,1.09,Buena
30.4,60.8,57.8,78.2,37.7,13.7,1.79,Mala
30.3,73.7,47.2,61.4,25.7,11.3,1.89,Regular
29.6,71.8,14.3,23.4,31.9,19.9,1.42,Buena
31.9,74.7,15.3,33.9,48.0,13.6,2.29,Buena
28.8,66.7,7.6,10.6,16.4,5.1,1.25,Excelente
32.2,87.1,48.1,64.2,29.7,15.3,1.44,Regular
24.2,56.3,9.6,16.3,15.3,5.0,1.04,Excelente
33.6,72.6,24.5,31.2,24.1,14.8,1.3,Buena
40.0,63.6,83.0,114.7,49.1,15.5,2.53,Mala
31.3,64.4,3.9,6.9,26.4,5.0,0.97,Excelente
39.7,67.9,35.7,39.0,33.1,8.8,1.73,Regular
26.4,62.1,7.1,10.1,19.2,5.9,1.06,Excelente
21.4,62.6,5.3,10.8,14.3,3.5,0.93,Excelente
30.5,77.1,14.0,23.8,32.3,12.4,1.8,Buena
19.7,41.0,3.1,5.5,14.3,1.3,1.08,Excelente
24.0,43.8,13.6,18.3,24.2,7.2,0.88,Buena
36.8,69.6,21.8,35.1,36.0,4.3,2.45,Buena
25.8,40.3,2.2,6.6,24.1,8.2,0.99,Excelente
35.0,61.0,15.4,29.4,31.8,40.7,2.66,Buena
